age,job,marital,education,balance,day,month,duration,campaign,pdays,previous,outcome,y
51,unemployed,divorced,secondary,23525,10,apr,1143,3,7,3,success,yes
69,management,divorced,primary,80092,27,jan,3772,8,6,7,unknown,yes
27,management,married,tertiary,78630,25,apr,45,7,28,8,success,yes
36,blue-collar,divorced,secondary,71471,12,aug,3314,9,5,7,failure,yes
75,unemployed,single,secondary,66211,11,nov,4406,3,3,7,failure,yes
18,admin,divorced,secondary,29280,25,jul,2609,1,2,1,failure,yes
86,admin,single,secondary,9240,29,dec,4426,9,21,9,failure,yes
21,technician,single,primary,63092,14,jan,4106,9,1,1,unknown,yes
33,retired,married,secondary,67541,22,oct,3119,1,6,5,failure,no
41,student,divorced,secondary,60851,20,dec,1400,8,3,4,success,yes
19,retired,single,primary,4544,13,sep,1591,1,3,5,failure,yes
49,unemployed,single,secondary,55981,2,jun,7,6,15,8,failure,yes
41,retired,divorced,primary,15332,27,feb,983,9,27,9,failure,no
29,technician,single,primary,24836,20,mar,3597,3,13,6,failure,no
67,retired,divorced,secondary,12388,7,jul,1750,6,24,4,unknown,yes
52,blue-collar,married,tertiary,-306,1,mar,3511,3,29,9,unknown,yes
50,technician,single,secondary,84677,30,mar,3828,5,25,6,unknown,no
50,blue-collar,single,tertiary,86202,25,may,565,7,6,7,success,no
78,unemployed,divorced,primary,47294,3,mar,2320,4,5,0,success,no
68,technician,divorced,tertiary,36769,29,mar,900,4,15,9,failure,yes
60,unemployed,divorced,secondary,37420,29,nov,2178,7,10,6,success,yes
29,unemployed,divorced,secondary,35855,20,may,3592,5,26,3,success,no
84,retired,single,tertiary,-540,12,may,2771,1,2,4,success,no
82,blue-collar,married,secondary,45646,5,dec,113,2,18,1,success,yes
50,unemployed,married,tertiary,39252,12,sep,531,6,26,9,unknown,yes
57,blue-collar,married,primary,7835,29,jan,1522,9,23,4,unknown,yes
91,blue-collar,married,tertiary,8910,3,jan,3410,7,24,8,success,yes
60,technician,divorced,tertiary,80757,20,nov,1044,4,16,0,success,no
61,management,single,tertiary,89149,5,sep,32,2,2,2,unknown,yes
46,retired,single,tertiary,94889,28,may,132,4,8,3,failure,yes
30,unemployed,single,primary,6463,1,apr,2967,5,1,8,unknown,no
29,blue-collar,divorced,primary,11336,16,feb,1726,2,24,1,success,yes
63,student,single,primary,24534,30,dec,25,1,29,6,success,no
19,management,divorced,tertiary,369,9,sep,2648,4,3,8,success,no
52,unemployed,single,primary,23381,10,jun,4640,6,10,9,unknown,yes
25,student,married,secondary,83094,29,sep,1261,1,21,3,success,yes
43,retired,divorced,primary,85905,10,may,2065,1,3,4,unknown,no
91,retired,single,tertiary,97186,13,apr,3345,9,3,9,failure,no
51,blue-collar,married,secondary,94490,16,jul,933,5,2,3,success,yes
24,blue-collar,married,tertiary,23407,30,may,1050,2,28,6,success,yes
85,unemployed,married,secondary,60552,20,aug,816,2,23,7,failure,yes
75,technician,divorced,tertiary,33939,29,aug,4203,4,4,7,unknown,no
92,management,divorced,tertiary,90303,25,feb,737,2,8,2,success,yes
46,unemployed,single,secondary,65576,4,may,2914,4,4,1,success,no
53,management,married,primary,86652,14,oct,3602,6,25,5,success,yes
38,blue-collar,single,secondary,24170,17,aug,792,7,20,0,success,no
53,retired,single,secondary,69908,28,mar,3175,6,20,8,failure,no
27,blue-collar,married,secondary,20369,5,jul,1355,4,-1,6,unknown,no
90,retired,single,secondary,71098,13,mar,1385,3,14,7,failure,yes
41,unemployed,divorced,secondary,42544,25,jun,3992,4,9,6,unknown,yes
81,retired,single,tertiary,3900,3,feb,4384,5,4,4,failure,no
66,blue-collar,married,tertiary,38733,5,jun,1060,4,18,4,failure,yes
53,admin,divorced,primary,85236,16,jun,1371,3,16,6,unknown,no
41,management,divorced,primary,-1411,19,aug,4138,1,4,6,success,no
40,student,single,secondary,58044,28,may,1149,3,15,1,success,no
79,retired,single,primary,63311,19,jan,3202,5,10,1,failure,no
54,retired,divorced,primary,55926,17,aug,3353,6,15,6,failure,yes
29,admin,single,secondary,68599,18,dec,2942,4,19,4,failure,yes
72,unemployed,married,tertiary,83553,18,sep,4628,1,20,1,success,yes
30,unemployed,single,tertiary,81910,25,jan,3448,7,16,0,unknown,yes
40,unemployed,single,primary,86435,23,may,3047,9,8,8,success,no
47,student,divorced,tertiary,47008,8,dec,2710,6,22,7,failure,no
34,technician,single,tertiary,64794,18,jun,1500,6,18,1,success,no
79,admin,single,primary,77134,9,apr,68,9,10,1,success,yes
30,student,single,secondary,866,29,nov,1866,4,2,2,success,yes
76,admin,married,primary,50890,19,feb,1948,5,8,3,unknown,yes
36,retired,single,primary,39504,10,may,3901,5,28,8,failure,no
66,management,married,primary,93668,29,apr,3508,5,3,5,success,yes
29,admin,married,secondary,51374,2,jul,300,8,24,2,success,yes
78,technician,married,secondary,27404,28,jun,4122,1,2,7,failure,yes
36,blue-collar,married,secondary,63223,17,mar,2977,3,25,5,success,yes
93,student,divorced,secondary,-1363,25,sep,2600,8,28,7,success,no
26,admin,married,primary,88152,24,apr,2153,9,14,9,success,yes
88,admin,single,tertiary,13828,13,nov,4681,2,3,1,success,no
45,technician,married,primary,51544,28,may,4905,4,24,7,failure,no
69,management,single,secondary,89732,11,mar,4729,8,17,4,success,no
33,admin,married,tertiary,99976,16,aug,4018,5,22,9,unknown,yes
86,admin,divorced,primary,43097,20,nov,3082,1,4,3,success,no
29,management,married,tertiary,30022,7,jul,4754,6,22,2,unknown,no
42,technician,married,secondary,30202,28,nov,1239,9,29,8,failure,yes
69,student,divorced,tertiary,26704,30,nov,2933,9,29,9,success,no
70,student,married,tertiary,89411,3,jul,2368,1,19,6,unknown,no
40,admin,single,secondary,21641,16,aug,459,4,5,6,unknown,yes
33,management,married,tertiary,35479,19,jul,4028,1,8,5,success,yes
74,admin,married,primary,76771,20,mar,2626,7,5,8,success,yes
56,unemployed,married,tertiary,20027,16,mar,3763,3,20,2,failure,yes
70,blue-collar,divorced,primary,96463,2,feb,2801,2,12,0,failure,yes
59,student,married,tertiary,40912,14,jan,4255,8,26,6,success,yes
75,unemployed,married,tertiary,90558,26,may,463,9,8,8,failure,yes
56,retired,single,secondary,69474,20,dec,997,7,28,5,failure,no
31,blue-collar,married,secondary,40692,10,apr,3006,6,27,9,failure,yes
22,admin,married,primary,96884,19,nov,1678,6,18,1,failure,yes
52,technician,married,secondary,30209,24,feb,864,9,20,7,success,no
92,student,married,secondary,55563,11,jan,1190,5,23,8,success,no
35,retired,single,secondary,54738,18,mar,2697,5,9,9,unknown,yes
93,blue-collar,single,secondary,35242,11,jun,2374,2,12,7,failure,no
26,student,divorced,secondary,7941,9,feb,864,6,29,8,success,yes
91,management,married,primary,5073,19,oct,2576,6,10,0,unknown,no
75,technician,divorced,primary,35827,20,jul,3915,6,2,2,failure,yes
34,blue-collar,divorced,secondary,44225,29,nov,2926,4,11,2,unknown,no
24,management,married,secondary,35096,10,jul,4429,7,20,8,failure,yes
63,unemployed,single,primary,48546,30,nov,2397,9,20,2,success,no
30,admin,single,tertiary,64457,26,mar,2221,1,27,9,unknown,no
57,management,married,primary,66309,3,jan,1782,3,1,0,success,no
59,blue-collar,married,tertiary,67998,3,sep,3998,9,11,2,failure,no
26,blue-collar,single,secondary,84496,24,nov,2803,5,18,1,failure,yes
67,unemployed,married,secondary,28268,8,may,4167,6,17,8,failure,yes
44,admin,married,primary,83354,29,feb,4547,8,13,0,unknown,no
83,management,married,secondary,40078,29,aug,2958,9,17,1,unknown,no
22,management,single,tertiary,-135,6,dec,1778,8,24,0,unknown,no
46,admin,divorced,tertiary,94242,20,oct,825,3,26,8,success,no
54,management,divorced,primary,26887,1,oct,3661,1,18,6,unknown,yes
55,student,married,tertiary,47876,20,apr,3369,5,27,0,failure,yes
25,admin,single,primary,94047,24,nov,3095,7,2,9,success,yes
82,technician,married,primary,31479,6,oct,2157,2,4,5,failure,yes
34,blue-collar,single,tertiary,38478,2,dec,51,1,27,4,failure,yes
88,technician,married,tertiary,24401,19,jul,3361,4,13,9,unknown,yes
62,student,single,tertiary,26502,28,may,3515,3,2,4,unknown,no
21,unemployed,single,tertiary,11394,7,mar,4562,4,4,3,unknown,no
53,student,divorced,tertiary,96694,11,oct,3330,1,0,2,failure,no
87,retired,married,tertiary,7262,11,aug,1674,2,2,7,success,yes
48,retired,divorced,tertiary,2487,4,feb,2865,1,16,6,unknown,yes
36,retired,divorced,secondary,25341,20,jan,1361,3,13,4,unknown,yes
78,admin,single,primary,11570,16,may,786,4,10,8,success,yes
71,management,married,primary,55268,5,nov,555,1,6,6,failure,no
56,student,single,tertiary,27605,24,apr,2039,6,10,9,failure,no
91,technician,single,primary,69602,30,nov,1762,2,7,1,success,yes
36,unemployed,single,tertiary,24723,30,oct,2112,5,5,6,unknown,yes
56,technician,married,secondary,67108,7,jul,2210,8,20,6,success,yes
84,technician,married,primary,76206,25,sep,1701,4,6,3,unknown,yes
62,technician,single,primary,58098,16,jun,2086,5,18,7,success,no
30,unemployed,married,secondary,91375,15,nov,2712,9,8,3,failure,no
75,retired,single,secondary,46707,5,jan,2407,2,9,6,failure,yes
37,technician,married,secondary,47028,1,aug,2316,2,0,3,failure,no
89,unemployed,married,primary,91937,20,feb,1610,6,28,7,failure,yes
78,unemployed,divorced,primary,54921,22,apr,4352,6,2,2,success,yes
56,management,single,secondary,58760,22,mar,4705,3,19,1,success,no
18,unemployed,divorced,secondary,8249,9,jun,1127,9,23,9,unknown,no
20,retired,divorced,secondary,65847,26,feb,904,1,19,5,success,no
94,technician,single,secondary,95547,29,may,163,3,23,6,unknown,no
79,unemployed,single,secondary,41839,21,nov,1136,8,7,6,success,no
80,admin,married,tertiary,37673,5,sep,4710,8,6,5,success,yes
42,unemployed,single,secondary,1642,22,mar,2025,4,3,7,success,yes
73,blue-collar,divorced,tertiary,4338,27,feb,105,8,12,5,success,yes
50,blue-collar,divorced,primary,49761,6,feb,4794,8,26,5,failure,yes
55,blue-collar,single,primary,7622,3,sep,4459,1,0,2,success,yes
23,unemployed,divorced,tertiary,46423,6,jun,3092,3,19,1,unknown,no
75,retired,married,secondary,40873,8,feb,2021,1,25,6,failure,yes
61,technician,divorced,primary,45565,28,mar,1152,2,15,5,success,no
62,student,married,secondary,5806,6,jan,698,4,6,0,success,no
49,student,divorced,secondary,-1243,16,feb,3867,3,0,1,unknown,yes
62,student,married,tertiary,90246,28,feb,3270,6,21,1,failure,yes
78,retired,married,primary,19470,16,nov,746,5,13,0,failure,yes
64,management,single,primary,4220,27,feb,960,5,25,2,failure,no
38,admin,married,tertiary,89851,21,jul,3491,7,0,4,failure,yes
92,admin,single,secondary,52754,3,mar,3297,7,26,3,unknown,no
53,blue-collar,divorced,secondary,91329,17,nov,2977,9,9,1,success,yes
36,blue-collar,divorced,primary,77852,21,apr,208,8,12,7,success,yes
37,unemployed,divorced,tertiary,20505,6,feb,3316,3,28,8,failure,yes
74,student,married,tertiary,26288,30,may,1891,2,19,7,unknown,no
35,unemployed,divorced,secondary,72492,6,sep,1176,1,8,6,success,no
64,student,divorced,secondary,17109,30,dec,3506,6,5,9,failure,no
66,blue-collar,single,tertiary,1497,22,sep,2039,4,20,1,failure,yes
31,technician,single,primary,55326,19,jul,3289,3,12,5,unknown,yes
32,management,divorced,secondary,7864,20,dec,1452,2,11,3,unknown,no
48,unemployed,divorced,tertiary,95046,15,aug,4761,2,19,4,unknown,yes
18,management,married,tertiary,91517,19,may,3860,4,20,8,failure,no
71,management,married,tertiary,85562,2,may,1617,1,0,8,unknown,yes
20,management,divorced,primary,72310,8,dec,434,6,8,3,failure,no
33,blue-collar,single,secondary,19017,7,mar,2327,5,-1,7,success,yes
74,admin,divorced,secondary,-179,27,jun,1646,9,-1,4,failure,no
92,blue-collar,married,secondary,48337,8,jan,3163,2,22,8,failure,yes
29,management,single,primary,43485,13,mar,4762,9,1,1,success,no
91,blue-collar,single,secondary,81557,22,nov,1440,9,29,3,unknown,no
33,management,married,secondary,54388,27,feb,4443,9,9,2,unknown,no
89,retired,divorced,secondary,8372,15,jul,4860,4,17,6,failure,yes
93,student,divorced,secondary,98050,12,sep,933,5,7,1,failure,no
41,admin,divorced,primary,91938,15,apr,4278,8,11,2,success,yes
45,retired,married,tertiary,69333,14,jul,2555,8,20,8,unknown,no
25,technician,single,tertiary,14283,7,aug,1146,1,2,7,success,no
53,blue-collar,married,secondary,38857,17,oct,3996,1,18,1,failure,no
25,technician,divorced,secondary,49772,26,feb,380,6,21,5,failure,no
75,unemployed,married,secondary,57670,5,jul,824,7,4,2,success,yes
77,blue-collar,single,primary,71133,20,dec,1538,2,0,5,success,yes
67,student,married,secondary,93856,10,mar,3375,2,7,4,unknown,no
45,retired,divorced,primary,29261,19,aug,1637,5,16,9,success,yes
58,student,single,secondary,55154,18,jun,4287,9,22,3,unknown,yes
81,unemployed,married,secondary,4107,30,mar,524,5,2,6,unknown,no
44,management,married,tertiary,89296,30,aug,3107,8,24,9,success,yes
80,student,single,secondary,33561,25,nov,1093,8,-1,6,success,yes
34,student,single,primary,74674,24,mar,104,5,-1,3,unknown,yes
90,management,divorced,tertiary,33268,10,sep,1739,8,23,2,success,yes
50,blue-collar,single,primary,29608,2,nov,2360,8,18,3,unknown,yes
94,management,divorced,tertiary,11138,6,mar,3126,5,15,1,unknown,no
46,retired,married,primary,35693,3,jan,1676,5,17,3,failure,yes
30,student,divorced,tertiary,81000,19,feb,2354,4,1,3,unknown,yes
63,management,married,primary,19248,5,apr,4916,1,21,4,failure,no
52,unemployed,single,primary,16632,7,nov,4131,9,20,0,success,no
23,unemployed,married,secondary,45547,7,feb,2934,2,22,1,unknown,no
86,student,single,tertiary,10100,27,apr,1872,1,21,7,unknown,yes
64,retired,married,tertiary,45930,10,apr,1042,6,15,7,success,no
42,technician,married,secondary,64861,1,apr,3434,5,1,7,success,yes
83,retired,married,primary,74905,11,jan,1441,1,23,4,success,no
27,admin,married,primary,51025,23,sep,1845,7,2,7,unknown,no
73,admin,divorced,tertiary,73876,7,oct,3501,7,25,8,success,yes
47,admin,married,primary,76944,6,nov,1541,3,26,3,success,no
22,student,divorced,tertiary,48840,6,jul,466,8,25,3,failure,no
50,unemployed,single,tertiary,17369,13,feb,2944,6,27,6,failure,no
82,blue-collar,single,primary,16460,16,mar,4294,4,11,4,unknown,yes
35,unemployed,divorced,primary,89641,13,aug,1591,3,28,9,success,no
66,blue-collar,single,primary,94920,2,jul,2815,1,28,0,success,yes
28,blue-collar,single,secondary,-539,19,apr,4072,2,28,7,failure,yes
43,unemployed,married,tertiary,40362,19,apr,3572,2,13,3,unknown,no
80,student,married,primary,96376,29,sep,4336,5,10,7,success,no
76,retired,married,secondary,26610,19,may,1193,4,1,1,unknown,no
44,blue-collar,divorced,primary,18995,18,nov,293,2,19,3,failure,no
66,technician,divorced,tertiary,82716,25,may,921,9,6,1,success,no
94,unemployed,single,secondary,5717,6,jul,1338,7,-1,4,failure,no
50,unemployed,married,tertiary,76867,2,jan,3198,8,16,9,failure,yes
18,admin,divorced,primary,77472,19,mar,4563,8,11,9,failure,no
38,retired,divorced,primary,62022,26,feb,2414,2,5,7,success,no
72,admin,married,primary,51668,6,nov,4853,5,11,6,unknown,yes
23,unemployed,divorced,secondary,49645,20,oct,3475,3,15,4,success,no
86,unemployed,married,secondary,27550,23,jun,1541,9,11,6,failure,yes
22,blue-collar,single,secondary,84151,22,nov,2498,9,27,4,unknown,yes
20,retired,single,secondary,1576,15,dec,907,6,11,6,failure,yes
70,management,single,primary,38868,6,jun,2493,4,28,3,success,no
40,technician,married,primary,96039,28,oct,2127,8,28,3,unknown,yes
70,blue-collar,divorced,primary,44380,3,jan,3088,5,9,9,success,no
54,unemployed,single,secondary,3728,11,jun,4647,3,12,3,unknown,yes
91,blue-collar,single,secondary,30800,8,oct,3990,8,19,7,failure,yes
91,technician,single,primary,8886,25,feb,3751,6,8,0,failure,yes
34,unemployed,divorced,primary,77614,22,nov,2097,5,6,9,failure,no
90,technician,divorced,secondary,67909,18,apr,3174,1,29,4,success,no
18,management,married,tertiary,45236,17,jun,387,3,4,9,success,yes
68,blue-collar,single,primary,43805,19,mar,298,7,17,1,failure,no
62,student,divorced,primary,30532,19,mar,4434,3,21,9,failure,yes
94,blue-collar,married,primary,98696,24,dec,3460,1,17,3,unknown,yes
21,admin,single,secondary,26688,21,mar,4061,8,10,4,unknown,no
79,retired,divorced,primary,9063,17,apr,473,7,19,7,success,yes
82,retired,divorced,primary,21089,27,sep,4711,5,5,1,unknown,yes
49,admin,married,primary,53942,4,apr,4887,5,16,1,success,no
51,unemployed,single,primary,49829,7,apr,3213,6,24,1,success,yes
89,retired,single,primary,48553,5,apr,4108,7,18,7,unknown,yes
56,technician,divorced,tertiary,31585,26,jul,448,3,16,2,unknown,no
43,retired,single,tertiary,69739,29,may,2221,4,21,4,unknown,yes
51,retired,married,primary,57004,16,dec,1982,1,1,1,failure,yes
71,admin,divorced,primary,438,6,feb,3611,7,7,5,failure,no
20,unemployed,divorced,primary,91095,14,jul,2642,2,25,9,unknown,yes
67,management,married,primary,21212,26,mar,1920,7,4,5,failure,no
29,retired,divorced,secondary,48362,20,nov,2316,6,-1,1,success,no
82,student,single,secondary,70177,2,jan,1274,4,8,3,failure,no
71,retired,single,secondary,14983,25,sep,4868,2,6,1,failure,no
22,management,divorced,tertiary,12026,18,may,1615,7,27,9,failure,yes
74,admin,married,primary,48998,18,oct,4983,7,21,3,success,no
34,management,married,secondary,53744,13,jan,3618,5,15,6,success,yes
64,admin,single,primary,55013,28,nov,2306,9,1,4,unknown,yes
40,technician,married,primary,49039,18,jan,259,3,1,9,failure,no
31,admin,divorced,tertiary,47831,17,jan,3206,9,28,3,failure,no
83,technician,divorced,tertiary,83172,13,dec,1512,5,1,9,success,no
92,technician,single,secondary,32603,28,sep,4738,2,29,9,failure,yes
68,admin,single,secondary,75758,12,aug,2128,9,5,2,success,yes
55,student,single,tertiary,65713,3,nov,3438,1,20,5,failure,yes
81,blue-collar,married,tertiary,96452,22,jun,2176,1,9,1,unknown,no
55,admin,divorced,primary,11105,7,oct,4507,7,26,3,success,yes
67,retired,divorced,primary,98048,1,jun,3508,3,16,7,success,no
47,student,divorced,secondary,65182,30,jun,4710,8,3,1,success,no
68,student,single,secondary,50147,5,apr,4994,7,20,8,failure,yes
80,retired,divorced,tertiary,73400,21,may,3080,7,26,1,unknown,no
69,blue-collar,married,secondary,44434,1,oct,231,1,0,7,success,yes
55,student,married,primary,24515,4,mar,729,1,29,7,unknown,yes
47,technician,divorced,tertiary,87298,26,mar,3012,2,12,6,success,yes
68,blue-collar,single,primary,56001,1,oct,2929,2,-1,9,unknown,yes
22,unemployed,divorced,tertiary,99971,13,jul,317,5,2,5,failure,no
46,retired,married,tertiary,56397,14,may,1530,9,12,0,failure,yes
21,blue-collar,married,primary,59415,15,aug,1110,7,13,1,unknown,no
27,admin,married,secondary,14960,17,may,715,2,26,6,unknown,yes
73,blue-collar,divorced,secondary,91143,12,dec,1341,5,18,3,failure,yes
34,technician,married,secondary,79838,7,apr,3404,5,18,8,unknown,no
91,admin,single,secondary,43778,23,mar,3312,8,15,2,unknown,yes
34,management,divorced,primary,28941,19,dec,3120,9,1,3,unknown,yes
86,retired,divorced,tertiary,94857,23,feb,3087,8,21,2,success,yes
51,retired,married,primary,93849,3,mar,201,2,2,6,unknown,no
23,blue-collar,married,secondary,38955,18,jul,2140,4,16,1,success,yes
70,student,single,secondary,76565,26,aug,1672,2,22,9,failure,yes
